,index
136355,2565
26713,2566
7316,2567
136012,2568
5093,2569
26542,2570
3855,2571
48593,2572
189043,2573
64620,2574
103235,2575
1331,2576
36850,2577
7243,2578
132496,2579
35347,2580
6214,2581
7926,2582
77206,2583
6338,2584
4184,2585
3073,2586
108192,2587
5927,2588
27008,2589
43912,2590
1574,2591
6984,2592
219,2593
32017,2594
1757,2595
1465,2596
3922,2597
3919,2598
58839,2599
167370,2600
69524,2601
36289,2602
4410,2603
2566,2604
32600,2605
159811,2606
74510,2607
178615,2608
1116,2609
78116,2610
7025,2611
5456,2612
8827,2613
7206,2614
5863,2615
175303,2616
116799,2617
26002,2618
147384,2619
8254,2620
4504,2621
81156,2622
8778,2623
89759,2624
5311,2625
79251,2626
173291,2627
111800,2628
53450,2629
6881,2630
6554,2631
3266,2632
56921,2633
64695,2634
2559,2635
4147,2636
96608,2637
453,2638
179817,2639
4212,2640
92309,2641
6035,2642
2900,2643
49793,2644
124484,2645
3940,2646
6291,2647
2522,2648
94919,2649
4111,2650
8512,2651
47644,2652
155168,2653
5073,2654
176579,2655
110591,2656
99853,2657
164226,2658
4893,2659
726,2660
940,2661
90600,2662
103685,2663
5288,2664
4916,2665
3024,2666
6856,2667
54785,2668
7062,2669
168266,2670
39449,2671
6158,2672
8860,2673
43936,2674
6182,2675
8833,2676
26171,2677
178111,2678
177615,2679
5466,2680
4546,2681
59126,2682
5604,2683
128097,2684
103543,2685
6818,2686
4066,2687
78637,2688
80880,2689
1192,2690
3404,2691
45062,2692
1604,2693
42002,2694
68347,2695
1056,2696
3841,2697
3287,2698
2859,2699
8136,2700
6002,2701
170289,2702
7007,2703
129514,2704
31193,2705
8425,2706
54736,2707
53138,2708
43836,2709
4626,2710
2511,2711
96917,2712
6821,2713
155659,2714
105246,2715
2837,2716
945,2717
4093,2718
63,2719
95175,2720
984,2721
113829,2722
3764,2723
134859,2724
2323,2725
46855,2726
26940,2727
3249,2728
57274,2729
103245,2730
8154,2731
136511,2732
2965,2733
3938,2734
4723,2735
6604,2736
8253,2737
6116,2738
2418,2739
2016,2740
85399,2741
4260,2742
5947,2743
1733,2744
2365,2745
4741,2746
3223,2747
98604,2748
27370,2749
8578,2750
149352,2751
1004,2752
2051,2753
105250,2754
1791,2755
26590,2756
103624,2757
4436,2758
132153,2759
60937,2760
5792,2761
4224,2762
117533,2763
64032,2764
146730,2765
90245,2766
7713,2767
2399,2768
32392,2769
4384,2770
87192,2771
3839,2772
92730,2773
99764,2774
3111,2775
115203,2776
26564,2777
6316,2778
2304,2779
173145,2780
182749,2781
43396,2782
89753,2783
2691,2784
2488,2785
5853,2786
1140,2787
7762,2788
2633,2789
53921,2790
182823,2791
116849,2792
72919,2793
2818,2794
132660,2795
49647,2796
4444,2797
90647,2798
34523,2799
130444,2800
1461,2801
8580,2802
7222,2803
79299,2804
94494,2805
8015,2806
105746,2807
74677,2808
1629,2809
7123,2810
725,2811
5615,2812
100326,2813
1783,2814
140541,2815
159779,2816
2661,2817
116411,2818
36535,2819
65133,2820
5447,2821
1932,2822
5689,2823
184931,2824
2286,2825
27022,2826
7202,2827
2104,2828
54934,2829
2381,2830
8920,2831
2546,2832
184245,2833
96448,2834
111795,2835
6271,2836
8939,2837
3194,2838
1010,2839
95105,2840
162082,2841
3693,2842
963,2843
56908,2844
61406,2845
117572,2846
26681,2847
782,2848
3900,2849
3516,2850
55687,2851
78041,2852
2521,2853
85401,2854
2903,2855
5841,2856
4155,2857
2098,2858
134528,2859
27784,2860
136912,2861
4812,2862
158972,2863
8964,2864
175781,2865
103819,2866
143031,2867
8620,2868
116044,2869
7822,2870
6809,2871
388,2872
171023,2873
76763,2874
53022,2875
1649,2876
109042,2877
263,2878
270,2879
160573,2880
26073,2881
96121,2882
2354,2883
4998,2884
5523,2885
4889,2886
5205,2887
4877,2888
67508,2889
8998,2890
95313,2891
142507,2892
3682,2893
1949,2894
33154,2895
147142,2896
8611,2897
140301,2898
165635,2899
324,2900
2516,2901
59014,2902
44189,2903
112171,2904
96007,2905
5246,2906
510,2907
127130,2908
56869,2909
69805,2910
43,2911
4610,2912
2457,2913
135937,2914
4483,2915
5088,2916
95939,2917
2801,2918
4749,2919
5524,2920
7060,2921
163056,2922
118900,2923
53435,2924
4646,2925
135436,2926
62081,2927
2892,2928
83369,2929
27751,2930
1163,2931
33629,2932
6817,2933
95875,2934
72921,2935
8481,2936
4345,2937
8911,2938
182293,2939
4808,2940
51088,2941
5051,2942
26686,2943
113532,2944
80166,2945
90809,2946
5784,2947
48032,2948
4597,2949
48414,2950
9010,2951
113,2952
4899,2953
81786,2954
4962,2955
116724,2956
27826,2957
93,2958
161044,2959
56022,2960
94833,2961
46062,2962
41527,2963
4154,2964
8918,2965
3010,2966
163937,2967
58870,2968
136018,2969
161580,2970
2298,2971
133771,2972
159441,2973
105355,2974
47736,2975
160684,2976
115122,2977
6285,2978
140737,2979
34332,2980
84273,2981
6665,2982
26696,2983
108945,2984
1551,2985
3680,2986
6192,2987
3240,2988
162578,2989
129333,2990
2629,2991
3847,2992
1176,2993
1422,2994
85881,2995
55292,2996
37720,2997
34482,2998
188751,2999
120130,3000
95199,3001
4131,3002
82534,3003
81132,3004
130073,3005
4844,3006
2195,3007
7045,3008
2208,3009
43932,3010
136800,3011
26649,3012
26676,3013
153408,3014
5012,3015
88515,3016
5755,3017
1401,3018
650,3019
6215,3020
5838,3021
3951,3022
6480,3023
105211,3024
86815,3025
7882,3026
8450,3027
8369,3028
6658,3029
4681,3030
135861,3031
120827,3032
4809,3033
4780,3034
121231,3035
835,3036
32302,3037
4175,3038
2972,3039
7981,3040
179813,3041
6025,3042
2362,3043
30890,3044
74750,3045
151769,3046
107962,3047
6568,3048
58162,3049
96114,3050
118270,3051
88746,3052
4735,3053
27539,3054
36397,3055
5416,3056
5733,3057
7178,3058
4777,3059
103219,3060
4898,3061
5521,3062
2495,3063
1752,3064
5450,3065
77364,3066
71438,3067
37736,3068
3428,3069
456,3070
8773,3071
106542,3072
109372,3073
3512,3074
4625,3075
170297,3076
4102,3077
1415,3078
8844,3079
8506,3080
158872,3081
4835,3082
7056,3083
143245,3084
1973,3085
976,3086
4462,3087
86922,3088
5951,3089
101529,3090
101962,3091
8380,3092
6466,3093
1971,3094
131480,3095
26547,3096
183,3097
1055,3098
5147,3099
6582,3100
125221,3101
107462,3102
6246,3103
4695,3104
26578,3105
50003,3106
7053,3107
33435,3108
118894,3109
141131,3110
48326,3111
2290,3112
5114,3113
6752,3114
4581,3115
148671,3116
4236,3117
8632,3118
2868,3119
8378,3120
107159,3121
138210,3122
5818,3123
667,3124
4412,3125
3773,3126
66171,3127
46865,3128
117109,3129
2458,3130
4225,3131
31427,3132
3225,3133
243,3134
3045,3135
4705,3136
106441,3137
32914,3138
179709,3139
25769,3140
53974,3141
2514,3142
3901,3143
3525,3144
25962,3145
184257,3146
86290,3147
30850,3148
160289,3149
61319,3150
181315,3151
81831,3152
81191,3153
5345,3154
36276,3155
8487,3156
6428,3157
117849,3158
70305,3159
6639,3160
27664,3161
100106,3162
7218,3163
32011,3164
127152,3165
25753,3166
71453,3167
5212,3168
3478,3169
138632,3170
1353,3171
5348,3172
105351,3173
2531,3174
4714,3175
3756,3176
4276,3177
67186,3178
33138,3179
27744,3180
613,3181
3565,3182
973,3183
136024,3184
50514,3185
4715,3186
359,3187
71910,3188
7749,3189
151455,3190
60894,3191
141544,3192
33639,3193
2907,3194
103655,3195
8814,3196
27873,3197
69278,3198
145839,3199
26078,3200
86835,3201
1599,3202
7184,3203
84512,3204
79357,3205
185033,3206
4964,3207
69988,3208
27397,3209
7372,3210
4508,3211
172587,3212
159061,3213
67888,3214
63222,3215
3669,3216
27850,3217
202,3218
2162,3219
43708,3220
473,3221
168456,3222
66198,3223
7030,3224
132157,3225
4951,3226
55156,3227
4445,3228
51925,3229
54,3230
7258,3231
147326,3232
92507,3233
4541,3234
31553,3235
180297,3236
6882,3237
182297,3238
61289,3239
104283,3240
83976,3241
89427,3242
2473,3243
790,3244
678,3245
27368,3246
77414,3247
39381,3248
5603,3249
91622,3250
1051,3251
147196,3252
72731,3253
33145,3254
4628,3255
7705,3256
85295,3257
4056,3258
80862,3259
145491,3260
131920,3261
841,3262
6234,3263
7982,3264
1686,3265
2677,3266
27124,3267
175197,3268
7041,3269
3095,3270
68597,3271
3032,3272
56169,3273
6612,3274
25855,3275
7812,3276
72330,3277
25841,3278
74946,3279
2992,3280
165529,3281
851,3282
2477,3283
3912,3284
6670,3285
50912,3286
2475,3287
7846,3288
164881,3289
2515,3290
4926,3291
8968,3292
59814,3293
95796,3294
128542,3295
1936,3296
8057,3297
118880,3298
85394,3299
156781,3300
90376,3301
86504,3302
6063,3303
3055,3304
32371,3305
72167,3306
1718,3307
86286,3308
75,3309
3190,3310
65882,3311
3470,3312
3706,3313
176419,3314
25825,3315
6631,3316
79798,3317
6645,3318
34528,3319
8196,3320
8387,3321
156675,3322
97866,3323
484,3324
103221,3325
1180,3326
5993,3327
146684,3328
164707,3329
34326,3330
48982,3331
44657,3332
4443,3333
95508,3334
3497,3335
48744,3336
4397,3337
140237,3338
123553,3339
7019,3340
409,3341
140016,3342
3103,3343
193587,3344
6961,3345
92008,3346
55,3347
136341,3348
2856,3349
95147,3350
60737,3351
49220,3352
5840,3353
2656,3354
87876,3355
34271,3356
26947,3357
59995,3358
6159,3359
167380,3360
26159,3361
8010,3362
51091,3363
102716,3364
4785,3365
7616,3366
86355,3367
3040,3368
69746,3369
547,3370
4527,3371
8808,3372
1976,3373
87304,3374
4563,3375
1330,3376
113345,3377
106883,3378
4298,3379
128902,3380
4815,3381
8866,3382
53355,3383
8905,3384
3038,3385
3929,3386
1627,3387
119714,3388
117531,3389
4784,3390
74851,3391
26603,3392
2743,3393
156605,3394
5092,3395
4660,3396
4109,3397
1121,3398
8518,3399
52784,3400
51562,3401
48322,3402
72489,3403
5672,3404
26985,3405
3592,3406
1650,3407
177,3408
93805,3409
27408,3410
2322,3411
3754,3412
5321,3413
4506,3414
4721,3415
3211,3416
121129,3417
109241,3418
3387,3419
1827,3420
55094,3421
90769,3422
102686,3423
59738,3424
3127,3425
140481,3426
7831,3427
4354,3428
6558,3429
5969,3430
116207,3431
95163,3432
2130,3433
5527,3434
5925,3435
7840,3436
7707,3437
1980,3438
8870,3439
6950,3440
147376,3441
2171,3442
2695,3443
70336,3444
142509,3445
74754,3446
3048,3447
2932,3448
93855,3449
6273,3450
26539,3451
44788,3452
151501,3453
1606,3454
7669,3455
113252,3456
422,3457
6143,3458
27829,3459
617,3460
50842,3461
33171,3462
40966,3463
7031,3464
7235,3465
3837,3466
311,3467
71033,3468
6410,3469
4452,3470
26285,3471
44597,3472
174681,3473
7843,3474
6371,3475
74683,3476
73319,3477
187595,3478
4915,3479
206,3480
58972,3481
151653,3482
2196,3483
108601,3484
80969,3485
3515,3486
156387,3487
144606,3488
87197,3489
68848,3490
88356,3491
142372,3492
4359,3493
7074,3494
6998,3495
2069,3496
6973,3497
104457,3498
62662,3499
40581,3500
3014,3501
250,3502
107013,3503
95499,3504
152,3505
1392,3506
5159,3507
3167,3508
81681,3509
8587,3510
53460,3511
27869,3512
166558,3513
71304,3514
115819,3515
159510,3516
71838,3517
133712,3518
55805,3519
93831,3520
165843,3521
91628,3522
4629,3523
5309,3524
437,3525
6713,3526
92509,3527
1232,3528
3728,3529
4593,3530
1807,3531
101525,3532
8094,3533
3365,3534
4205,3535
73106,3536
58191,3537
3797,3538
143458,3539
433,3540
2929,3541
90888,3542
91947,3543
3792,3544
94150,3545
107338,3546
68835,3547
2183,3548
4645,3549
135288,3550
52712,3551
139511,3552
60365,3553
26150,3554
135137,3555
891,3556
3729,3557
32589,3558
40946,3559
172875,3560
33158,3561
1583,3562
6775,3563
5506,3564
142536,3565
72356,3566
2754,3567
7299,3568
6402,3569
4584,3570
58078,3571
5501,3572
3965,3573
7396,3574
41724,3575
6033,3576
83086,3577
87483,3578
148652,3579
187031,3580
121097,3581
4688,3582
31116,3583
43914,3584
190219,3585
31000,3586
6992,3587
66783,3588
132362,3589
3580,3590
1655,3591
4406,3592
7082,3593
3569,3594
164367,3595
39400,3596
2292,3597
3106,3598
1445,3599
7071,3600
4424,3601
4830,3602
550,3603
118862,3604
2766,3605
7211,3606
111551,3607
175199,3608
78316,3609
4987,3610
82765,3611
177763,3612
170411,3613
110746,3614
78103,3615
7781,3616
8670,3617
138835,3618
4086,3619
44937,3620
2456,3621
49735,3622
62718,3623
32862,3624
111663,3625
3947,3626
8804,3627
4608,3628
137863,3629
3766,3630
3498,3631
86898,3632
69227,3633
3714,3634
7704,3635
6141,3636
6732,3637
114184,3638
2943,3639
6949,3640
6023,3641
1671,3642
8575,3643
56805,3644
3604,3645
129779,3646
182715,3647
149508,3648
5102,3649
92494,3650
3390,3651
51884,3652
71810,3653
65682,3654
1839,3655
3625,3656
6990,3657
5723,3658
31223,3659
1137,3660
26745,3661
4977,3662
4146,3663
47404,3664
3163,3665
73822,3666
26974,3667
91470,3668
66665,3669
118834,3670
134334,3671
45028,3672
55112,3673
240,3674
5452,3675
8650,3676
109187,3677
4678,3678
5438,3679
46105,3680
55259,3681
1190,3682
74,3683
114066,3684
80748,3685
7118,3686
139415,3687
100487,3688
52867,3689
2624,3690
4024,3691
4847,3692
6334,3693
53550,3694
161131,3695
50189,3696
107953,3697
176051,3698
7176,3699
136838,3700
170813,3701
3819,3702
123545,3703
139915,3704
147382,3705
38294,3706
1398,3707
5470,3708
8043,3709
141844,3710
3732,3711
112070,3712
8633,3713
2506,3714
7009,3715
44204,3716
114265,3717
130498,3718
4496,3719
128366,3720
1547,3721
3627,3722
8402,3723
43921,3724
176423,3725
3614,3726
4241,3727
46347,3728
6981,3729
113573,3730
7208,3731
73268,3732
145951,3733
63276,3734
4252,3735
54121,3736
6020,3737
5443,3738
1349,3739
4210,3740
137337,3741
92643,3742
69436,3743
27002,3744
8511,3745
140133,3746
4867,3747
133879,3748
3150,3749
7212,3750
6225,3751
1361,3752
165645,3753
168366,3754
124851,3755
6860,3756
299,3757
2206,3758
7925,3759
3955,3760
3043,3761
108188,3762
4273,3763
4756,3764
1602,3765
160954,3766
56837,3767
57536,3768
4616,3769
68444,3770
45106,3771
563,3772
5120,3773
2614,3774
45210,3775
141816,3776
80083,3777
68486,3778
103502,3779
6706,3780
4357,3781
3696,3782
3870,3783
43419,3784
1460,3785
3789,3786
5984,3787
33421,3788
159817,3789
6560,3790
6776,3791
59141,3792
1280,3793
5298,3794
105720,3795
3480,3796
5961,3797
47261,3798
161024,3799
5107,3800
94070,3801
92,3802
639,3803
97024,3804
95497,3805
8290,3806
747,3807
7414,3808
4047,3809
2091,3810
2332,3811
5585,3812
4181,3813
8493,3814
110330,3815
65126,3816
133195,3817
5028,3818
2551,3819
68552,3820
34321,3821
2389,3822
168174,3823
50613,3824
2971,3825
6477,3826
166705,3827
136666,3828
1797,3829
142602,3830
160440,3831
134109,3832
47384,3833
94018,3834
26225,3835
3410,3836
8577,3837
6460,3838
53574,3839
6553,3840
44243,3841
523,3842
3545,3843
26265,3844
8753,3845
27683,3846
3724,3847
26887,3848
103980,3849
4229,3850
82852,3851
31545,3852
3096,3853
4221,3854
58306,3855
4990,3856
2177,3857
67295,3858
5752,3859
7390,3860
138966,3861
155,3862
3074,3863
150596,3864
169912,3865
6201,3866
60046,3867
44397,3868
50800,3869
131130,3870
123,3871
119964,3872
82378,3873
91653,3874
27193,3875
5817,3876
162598,3877
2350,3878
148982,3879
94503,3880
175401,3881
163925,3882
6122,3883
71211,3884
26142,3885
85020,3886
31364,3887
5434,3888
56607,3889
6036,3890
1585,3891
4526,3892
107945,3893
190183,3894
2310,3895
34542,3896
26854,3897
166,3898
63312,3899
116169,3900
35015,3901
32213,3902
2765,3903
158842,3904
152105,3905
27420,3906
173619,3907
7976,3908
2587,3909
51080,3910
4497,3911
1841,3912
4725,3913
5499,3914
32875,3915
70637,3916
3315,3917
172591,3918
4928,3919
4476,3920
5772,3921
130050,3922
83969,3923
1739,3924
228,3925
100611,3926
988,3927
931,3928
44709,3929
48142,3930
89840,3931
56003,3932
97936,3933
2574,3934
30892,3935
44731,3936
1600,3937
6022,3938
61246,3939
88069,3940
1940,3941
115151,3942
75805,3943
2370,3944
112450,3945
96281,3946
5707,3947
110130,3948
238,3949
461,3950
2043,3951
26422,3952
33201,3953
32799,3954
8293,3955
7257,3956
7879,3957
8645,3958
117881,3959
134796,3960
3758,3961
69953,3962
53129,3963
32554,3964
2983,3965
3723,3966
180045,3967
3989,3968
79008,3969
71462,3970
65225,3971
142420,3972
4857,3973
2670,3974
93008,3975
99437,3976
110655,3977
120478,3978
135456,3979
5979,3980
103606,3981
156,3982
7375,3983
8771,3984
71327,3985
3675,3986
96020,3987
1514,3988
4347,3989
5256,3990
2558,3991
128991,3992
52319,3993
68659,3994
158027,3995
103483,3996
3442,3997
94735,3998
5801,3999
68536,4000
1238,4001
824,4002
102819,4003
2432,4004
2882,4005
136469,4006
90357,4007
5736,4008
42943,4009
31700,4010
781,4011
37844,4012
8391,4013
7842,4014
74370,4015
6390,4016
149330,4017
74508,4018
4289,4019
104141,4020
154065,4021
63433,4022
99149,4023
4713,4024
80584,4025
5550,4026
26003,4027
93512,4028
67997,4029
3895,4030
127184,4031
81784,4032
94799,4033
122902,4034
40412,4035
937,4036
3807,4037
155892,4038
27762,4039
7167,4040
184471,4041
2436,4042
2866,4043
105197,4044
26464,4045
51937,4046
161582,4047
3928,4048
7615,4049
95165,4050
1978,4051
5105,4052
3637,4053
3838,4054
45382,4055
7789,4056
7055,4057
8131,4058
108156,4059
56788,4060
5379,4061
117545,4062
128594,4063
8451,4064
142448,4065
64575,4066
3379,4067
33124,4068
2022,4069
1144,4070
4334,4071
82093,4072
8379,4073
33779,4074
112515,4075
105121,4076
2883,4077
44238,4078
71550,4079
6587,4080
5657,4081
55272,4082
114678,4083
3690,4084
4602,4085
7380,4086
97230,4087
6551,4088
1633,4089
148956,4090
26048,4091
83803,4092
138396,4093
8302,4094
6528,4095
6557,4096
102823,4097
4644,4098
5485,4099
134004,4100
47446,4101
6571,4102
49524,4103
133419,4104
3455,4105
2674,4106
112497,4107
26838,4108
70641,4109
8666,4110
8989,4111
573,4112
121253,4113
69712,4114
7057,4115
5570,4116
3844,4117
193571,4118
173941,4119
3927,4120
93134,4121
907,4122
8375,4123
38,4124
5292,4125
25940,4126
4750,4127
185473,4128
33437,4129
2570,4130
4127,4131
3313,4132
7449,4133
52644,4134
69606,4135
7455,4136
6643,4137
146688,4138
3925,4139
4533,4140
32632,4141
8199,4142
48997,4143
6723,4144
141422,4145
6433,4146
122896,4147
3152,4148
7165,4149
5889,4150
91386,4151
4130,4152
5131,4153
155288,4154
1767,4155
49822,4156
1659,4157
947,4158
3554,4159
102747,4160
8500,4161
5522,4162
581,4163
31297,4164
44851,4165
5629,4166
101112,4167
45662,4168
5181,4169
159069,4170
26124,4171
124853,4172
33830,4173
126090,4174
3962,4175
52241,4176
105037,4177
5258,4178
50923,4179
7079,4180
141866,4181
163981,4182
7951,4183
68073,4184
42018,4185
5404,4186
31921,4187
25757,4188
153070,4189
27821,4190
4945,4191
102760,4192
134847,4193
3974,4194
6145,4195
4290,4196
160569,4197
101895,4198
162602,4199
142997,4200
27251,4201
518,4202
31083,4203
7900,4204
25746,4205
7650,4206
3214,4207
3117,4208
34143,4209
5476,4210
6400,4211
7368,4212
43930,4213
1996,4214
57,4215
1502,4216
2190,4217
4828,4218
4428,4219
3521,4220
8677,4221
6746,4222
4156,4223
43744,4224
170897,4225
122490,4226
1902,4227
5955,4228
3731,4229
4480,4230
2549,4231
5721,4232
43679,4233
26184,4234
3774,4235
4658,4236
3987,4237
56389,4238
31049,4239
84240,4240
58297,4241
2281,4242
2936,4243
2660,4244
188675,4245
1806,4246
175485,4247
116413,4248
99005,4249
6770,4250
157122,4251
757,4252
98836,4253
7311,4254
4862,4255
112911,4256
3711,4257
100304,4258
35807,4259
4267,4260
184641,4261
86237,4262
289,4263
60303,4264
3991,4265
5486,4266
26965,4267
172013,4268
43549,4269
27803,4270
26629,4271
7366,4272
2930,4273
95377,4274
104863,4275
5094,4276
896,4277
86593,4278
4587,4279
77191,4280
2668,4281
184015,4282
184791,4283
3145,4284
178323,4285
1305,4286
107951,4287
8461,4288
3584,4289
33188,4290
1670,4291
26237,4292
136778,4293
159077,4294
6527,4295
26849,4296
171251,4297
26498,4298
97328,4299
171,4300
6880,4301
6376,4302
1661,4303
6699,4304
72982,4305
33677,4306
1689,4307
482,4308
3771,4309
31737,4310
1487,4311
2103,4312
5899,4313
7492,4314
4248,4315
72104,4316
170357,4317
2732,4318
6628,4319
5268,4320
193579,4321
50942,4322
155812,4323
96520,4324
2613,4325
34334,4326
5839,4327
73323,4328
95858,4329
60363,4330
7245,4331
142961,4332
120813,4333
4683,4334
26176,4335
167570,4336
2014,4337
104419,4338
2874,4339
5706,4340
2860,4341
143969,4342
4215,4343
4454,4344
86781,4345
60389,4346
130490,4347
39801,4348
3185,4349
172887,4350
80586,4351
69469,4352
3276,4353
129229,4354
7116,4355
73344,4356
39444,4357
6336,4358
136958,4359
65216,4360
31123,4361
25937,4362
2652,4363
6561,4364
58806,4365
3289,4366
3667,4367
7920,4368
1913,4369
115877,4370
2415,4371
104337,4372
96567,4373
1701,4374
98697,4375
3224,4376
888,4377
5264,4378
165103,4379
3597,4380
3250,4381
151777,4382
8979,4383
139855,4384
69134,4385
57326,4386
2205,4387
134248,4388
6266,4389
4594,4390
6021,4391
6920,4392
147328,4393
58554,4394
5609,4395
615,4396
5099,4397
68886,4398
408,4399
4256,4400
47122,4401
47254,4402
7888,4403
54276,4404
50802,4405
96417,4406
6614,4407
57843,4408
2888,4409
2751,4410
110882,4411
70697,4412
8848,4413
2339,4414
4063,4415
2615,4416
138702,4417
98154,4418
6185,4419
171011,4420
47423,4421
8574,4422
6797,4423
7566,4424
1322,4425
183295,4426
72605,4427
31804,4428
175569,4429
2736,4430
3093,4431
4374,4432
71999,4433
26453,4434
5688,4435
214,4436
144716,4437
6212,4438
4614,4439
50601,4440
116738,4441
61071,4442
8838,4443
121,4444
2392,4445
141890,4446
100714,4447
8695,4448
64010,4449
27317,4450
158721,4451
91337,4452
101765,4453
91666,4454
1611,4455
52579,4456
4745,4457
129428,4458
40697,4459
47793,4460
3102,4461
7706,4462
3872,4463
110501,4464
990,4465
8132,4466
4953,4467
74545,4468
2207,4469
160980,4470
27306,4471
83827,4472
2573,4473
113604,4474
102684,4475
63515,4476
970,4477
7936,4478
91126,4479
94780,4480
106,4481
2697,4482
57910,4483
4055,4484
142222,4485
2255,4486
6686,4487
83270,4488
3864,4489
27695,4490
6617,4491
987,4492
89678,4493
163985,4494
3834,4495
142196,4496
6952,4497
2585,4498
4492,4499
78034,4500
6484,4501
106062,4502
49824,4503
99117,4504
112868,4505
99130,4506
45726,4507
6954,4508
1888,4509
26695,4510
90524,4511
63393,4512
73160,4513
58879,4514
96150,4515
5346,4516
3492,4517
157312,4518
4265,4519
31660,4520
160872,4521
1713,4522
51666,4523
1856,4524
121007,4525
121169,4526
1675,4527
6827,4528
34148,4529
8667,4530
70946,4531
7008,4532
3519,4533
6748,4534
4736,4535
8600,4536
5682,4537
1477,4538
71468,4539
166568,4540
285,4541
6062,4542
144262,4543
4687,4544
1105,4545
6169,4546
70703,4547
1860,4548
27882,4549
4578,4550
2525,4551
2984,4552
4573,4553
2899,4554
2159,4555
2554,4556
8955,4557
68205,4558
3008,4559
7032,4560
161922,4561
115680,4562
2996,4563
1442,4564
469,4565
4740,4566
97188,4567
5942,4568
33815,4569
8921,4570
185435,4571
64197,4572
74688,4573
111732,4574
74647,4575
43917,4576
151479,4577
6408,4578
102590,4579
80241,4580
6820,4581
168712,4582
6057,4583
8337,4584
27790,4585
90890,4586
98908,4587
6772,4588
62836,4589
2745,4590
41617,4591
131098,4592
31867,4593
33649,4594
133115,4595
3007,4596
102749,4597
4482,4598
6222,4599
93790,4600
7054,4601
91355,4602
191005,4603
5614,4604
179491,4605
2978,4606
90945,4607
9004,4608
548,4609
4801,4610
95145,4611
4180,4612
70451,4613
3619,4614
1986,4615
31309,4616
151311,4617
31101,4618
172881,4619
67665,4620
78703,4621
107436,4622
6300,4623
2179,4624
74698,4625
185135,4626
89028,4627
6299,4628
60516,4629
173751,4630
56801,4631
26622,4632
4051,4633
158402,4634
3221,4635
87287,4636
5247,4637
54281,4638
869,4639
79897,4640
4422,4641
53466,4642
4673,4643
452,4644
6616,4645
93740,4646
72692,4647
7987,4648
3849,4649
103233,4650
4786,4651
82242,4652
40339,4653
160646,4654
73266,4655
190215,4656
114044,4657
34530,4658
73876,4659
79428,4660
63033,4661
4654,4662
34800,4663
8459,4664
632,4665
43556,4666
5611,4667
1128,4668
127212,4669
118784,4670
98623,4671
4142,4672
4978,4673
88932,4674
187717,4675
122260,4676
7038,4677
5582,4678
26236,4679
114126,4680
8335,4681
7000,4682
2884,4683
8119,4684
59421,4685
60941,4686
134849,4687
4046,4688
114494,4689
56176,4690
8607,4691
1507,4692
86377,4693
679,4694
932,4695
26147,4696
3272,4697
182727,4698
176389,4699
104780,4700
6332,4701
26796,4702
182639,4703
2170,4704
685,4705
71970,4706
7114,4707
26322,4708
6405,4709
981,4710
100302,4711
2970,4712
3425,4713
3908,4714
77177,4715
5409,4716
99846,4717
79073,4718
176101,4719
4125,4720
26524,4721
4219,4722
130087,4723
5597,4724
2563,4725
73569,4726
85412,4727
4900,4728
59016,4729
2377,4730
154975,4731
1099,4732
32060,4733
3183,4734
2147,4735
26810,4736
27838,4737
5949,4738
8462,4739
4442,4740
4850,4741
1009,4742
7089,4743
127146,4744
3641,4745
7127,4746
31664,4747
47566,4748
114925,4749
70984,4750
3586,4751
176751,4752
48560,4753
5324,4754
106491,4755
90471,4756
62250,4757
4091,4758
3622,4759
8796,4760
3550,4761
5139,4762
791,4763
4732,4764
1040,4765
2373,4766
8588,4767
69685,4768
4689,4769
6070,4770
79274,4771
1012,4772
287,4773
1794,4774
7139,4775
3808,4776
7205,4777
8755,4778
175387,4779
5009,4780
43677,4781
2180,4782
4294,4783
5589,4784
3563,4785
66,4786
1858,4787
109295,4788
1681,4789
173925,4790
32728,4791
183011,4792
1132,4793
139640,4794
8482,4795
46367,4796
1891,4797
40491,4798
81520,4799
40959,4800
61,4801
4032,4802
26366,4803
58492,4804
4129,4805
26819,4806
4329,4807
31903,4808
118896,4809
1564,4810
1112,4811
109569,4812
4502,4813
26183,4814
91784,4815
80693,4816
5779,4817
144976,4818
2750,4819
8118,4820
44943,4821
6219,4822
1337,4823
34534,4824
60161,4825
6345,4826
4866,4827
8128,4828
116668,4829
7988,4830
131826,4831
3546,4832
50806,4833
31590,4834
171891,4835
57526,4836
132333,4837
5039,4838
69118,4839
189,4840
7091,4841
806,4842
5170,4843
86721,4844
76054,4845
1897,4846
95218,4847
75389,4848
5358,4849
96691,4850
89047,4851
148482,4852
34536,4853
2982,4854
100553,4855
3513,4856
4624,4857
48518,4858
2465,4859
157432,4860
1985,4861
3505,4862
4636,4863
2607,4864
3295,4865
1226,4866
7307,4867
7063,4868
3494,4869
86068,4870
6078,4871
7587,4872
3539,4873
110826,4874
6911,4875
164200,4876
95839,4877
47721,4878
4203,4879
6341,4880
103,4881
7564,4882
4942,4883
6322,4884
5663,4885
48214,4886
6217,4887
85885,4888
3747,4889
8143,4890
144210,4891
1454,4892
6342,4893
360,4894
44193,4895
159858,4896
2956,4897
7219,4898
61401,4899
70159,4900
3599,4901
40723,4902
81819,4903
7720,4904
55071,4905
161032,4906
4690,4907
74226,4908
74282,4909
8718,4910
83601,4911
117192,4912
336,4913
25850,4914
45648,4915
